"TAG","DEL","HERBARIUM","CATEGORY","SPECID","BRAHMS","ACCESSION","BARCODE","OLDBARCODE","PHENOLOGY","COLLECTOR","PREFIX","NUMBER","SUFFIX","ADDCOLL","ADDCOLLALL","TYPE","TYPE_OF","TYPEURL","DAY","MONTH","YEAR","DATERES","FAMCLASS","ORDER","FAMILY","CF","TAXSTAT","SPECIES","DETSTATUS","DETBY","DAYIDENT","MONTHIDENT","YEARIDENT","DETDATE","DETHISTORY","DETNOTES","CURATENOTE","ORIGINSTAT","ORIGINID","CONTINENT","REGION","COUNTRY","MAJORAREA","MINORAREA","LOCPREFIX","GAZETTEER","LOCNOTES","HABITATTXT","NOTE","CULTNOTES","LATITUDE","NS","LONGITUDE","EW","LLUNIT","LLRES","LLORIG","LATLONG","LATDEC","LONGDEC","DEGSQ","MINELEV","MAXELEV","ALTRES","ALTTEXT","ALTRANGE","GEODATA","PLANTDESC","NOTES","VERNACULAR","LANGUAGE","GENUS","SP1","AUTHOR1","RANK1","SP2","AUTHOR2","RANK2","SP3","AUTHOR3","UNIQUE","HSACCODE","GAZCODE","HBCODE","HSTYPE","SPTYPE","SPNUMBER","SPCODETYPE","CSCODE","ALTCS","ADDCSCODE","DETBYCODE","CONUMBER","CCID","ENTRYDATE","WHO","NOTONLINE","DATELASTM","IMAGELIST"
"*","","L","Herbarium sheet","6000066.000000","4503274.000000","","L.3968500","","","Merello, MC; Andriamahefarivo, LD; Razakamalala, R; Haris, I; Mahroji, R","","3501","","Andriamahefarivo, LD; Razakamalala, R; Haris, I; Mahroji, R","","","","","      2.000000","     12.000000","   2012.000000","","Magnoliopsidae","Fabales","Leguminosae-Pap.","","acc","Dalbergia rostrata Hassk.","","Adema, FACB; Rachman, IA","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Myosen Spring","Central Halmahera. Weda Bay. Myosen Spring.","Very disturbed primary forest. Along rocky trails and slopes.","","","      0.517722","N","    127.903972","E","DD","7","","","      0.000000","      0.000000","","     96.000000","      0.000000","","","","","Liana, calyx green, corolla white, anthers yellow.","Liana, calyx green, corolla white, anthers yellow.; Very disturbed primary forest. Along rocky trails and slopes.","","","Dalbergia","rostrata","Hassk.","","","","","","","      0.000000","      0.000000"," 109473.000000","   8339.000000","      0.000000","      0.000000"," 214204.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452235.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968500/format/large"
"*","","L","Herbarium sheet","6000071.000000","4503277.000000","","L.3967284","","","Merello, MC; Andriamahefarivo, LD; Razakamalala, R; Haris, I; Mahroji, R","","3504","","Andriamahefarivo, LD; Razakamalala, R; Haris, I; Mahroji, R","","","","","      2.000000","     12.000000","   2012.000000","","Magnoliopsidae","Myrtales","Melastomataceae","","","Memecylon excelsum Blume","","Rachman, IA","      0.000000","      0.000000","   2013.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Myosen Spring","Central Halmahera. Weda Bay. Myosen Spring.","Very disturbed primary forest. Along rocky trails and slopes.","","","      0.517611","N","    127.904750","E","DD","7","","","      0.000000","      0.000000","","     96.000000","      0.000000","","","","","Tree 4 m, buds white.","Tree 4 m, buds white.; Very disturbed primary forest. Along rocky trails and slopes.","","","Memecylon","excelsum","Blume","","","","","","","      0.000000","      0.000000"," 109473.000000","   8339.000000","      0.000000","      0.000000","  79655.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452238.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967284/format/large"
"*","","L","Herbarium sheet","6000074.000000","4503278.000000","","L.3967906","","immature f","Merello, MC; Andriamahefarivo, LD; Razakamalala, R; Haris, I; Mahroji, R","","3505","","Andriamahefarivo, LD; Razakamalala, R; Haris, I; Mahroji, R","","","","","      2.000000","     12.000000","   2012.000000","","Magnoliopsidae","Lamiales","Oleaceae","","acc","Chionanthus  L.","","Balgooy, MMJ van","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Myosen Spring","Central Halmahera. Weda Bay. Myosen Spring.","Very disturbed primary forest. Along rocky trails and slopes.","","","      0.517611","N","    127.904750","E","DD","7","","","      0.000000","      0.000000","","     96.000000","      0.000000","","","","","Tree 5 m; fruits brown.","Tree 5 m; fruits brown.; Very disturbed primary forest. Along rocky trails and slopes.","","","Chionanthus","","L.","","","","","","","      0.000000","      0.000000"," 109473.000000","   8339.000000","      0.000000","      0.000000","   1232.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452239.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967906/format/large"
"*","","L","Herbarium sheet","6000078.000000","4503280.000000","","L.3968032","","","Merello, MC; Andriamahefarivo, LD; Razakamalala, R; Haris, I; Mahroji, R","","3507","","Andriamahefarivo, LD; Razakamalala, R; Haris, I; Mahroji, R","","","","","      2.000000","     12.000000","   2012.000000","","Magnoliopsidae","Fabales","Leguminosae-Caes.","","","Maniltoa cynometroides Merr. & L.M.Perry","","Adema, FACB; Rachman, IA","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Myosen Spring","Central Halmahera. Weda Bay. Myosen Spring.","Very disturbed primary forest. Along rocky trails and slopes.","","","      0.517611","N","    127.904750","E","DD","7","","","      0.000000","      0.000000","","     96.000000","      0.000000","","","","","Tree 10 m; young fruits green, pedicels golden brown.","Tree 10 m; young fruits green, pedicels golden brown.; Very disturbed primary forest. Along rocky trails and slopes.","","","Maniltoa","cynometroides","Merr. & L.M.Perry","","","","","","","      0.000000","      0.000000"," 109473.000000","   8339.000000","      0.000000","      0.000000","  76197.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452241.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968032/format/large"
"*","","L","Herbarium sheet","6000081.000000","4503281.000000","","L.3967993","","","Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B","","3508","","Gushilman, I; Haris, I; Loha, D; Eser, B","","","","","      7.000000","     12.000000","   2012.000000","","Magnoliopsidae","Ericales","Myrsinaceae","","acc","Ardisia  Sw.","","Balgooy, MMJ van","      0.000000","      0.000000","   2015.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Kao Rahai","East Halmahera. Weda Bay. Kao Rahai.","Trails through somewhat disturbed primary forest.","","","      0.660972","N","    127.973667","E","DD","7","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","Slender tree, swelling where branches meet trunk. Young fruit 'dirty' orange with glandular striping. Common in this forest.","Slender tree, swelling where branches meet trunk. Young fruit 'dirty' orange with glandular striping. Common in this forest.; Trails through somewhat disturbed primary forest.","","","Ardisia","","Sw.","","","","","","","      0.000000","      0.000000"," 109452.000000","   8339.000000","      0.000000","      0.000000","    443.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452242.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967993/format/large"
"*","","L","Extra sheet","6000085.000000","4503282.000000","","L.3968870","","","Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B","","3509","","Gushilman, I; Haris, I; Loha, D; Eser, B","","","","","      7.000000","     12.000000","   2012.000000","","Magnoliopsidae","Gentianales","Rubiaceae","","acc","Psychotria sarmentosa Blume","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Kao Rahai","East Halmahera. Weda Bay. Kao Rahai.","Trails through somewhat disturbed primary forest.","","","      0.660972","N","    127.973667","E","DD","7","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","Liana, calyx green, petals white, yellow hairs in flower's center. Common.","Liana, calyx green, petals white, yellow hairs in flower's center. Common.; Trails through somewhat disturbed primary forest.","","","Psychotria","sarmentosa","Blume","","","","","","","      0.000000","      0.000000"," 109452.000000","   8339.000000","      0.000000","      0.000000","  65615.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452243.000000","      0.000000","      2.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968870/format/large"
"*","","L","Herbarium sheet","6000088.000000","4503283.000000","","L.3967703","","flower","Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B","","3510","","Gushilman, I; Haris, I; Loha, D; Eser, B","","","","","      7.000000","     12.000000","   2012.000000","","Magnoliopsidae","Magnoliales","Annonaceae","","acc","Uvaria  L.","","Johnson, DM; Rachman, IA","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Kao Rahai","East Halmahera. Weda Bay. Kao Rahai.","Trails through somewhat disturbed primary forest.","","","      0.658556","N","    127.973806","E","DD","7","","","      0.000000","      0.000000","","    364.000000","      0.000000","","","","","Liana in tree fall; calyx yellow-green, with brown pubescence, petals orange-red, staminal mass and orange-brown colour.","Liana in tree fall; calyx yellow-green, with brown pubescence, petals orange-red, staminal mass and orange-brown colour.; Trails through somewhat disturbed primary forest.","","","Uvaria","","L.","","","","","","","      0.000000","      0.000000"," 109452.000000","   8339.000000","      0.000000","      0.000000","   5966.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452244.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967703/format/large"
"*","","L","Herbarium sheet","6000091.000000","4503284.000000","","L.3967359","","","Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B","","3511","","Gushilman, I; Haris, I; Loha, D; Eser, B","","","","","      7.000000","     12.000000","   2012.000000","","Magnoliopsidae","Laurales","Lauraceae","","acc","Litsea  Lam.","","Brambach, F","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Kao Rahai","East Halmahera. Weda Bay. Kao Rahai.","Trails through somewhat disturbed primary forest.","","","      0.657694","N","    127.973167","E","DD","7","","","      0.000000","      0.000000","","    363.000000","      0.000000","","","","","Treelet 3 m; 2 cm DBH, buds along leafy stems and cauliflorous. No strong odor when leaves are crushed.","Treelet 3 m; 2 cm DBH, buds along leafy stems and cauliflorous. No strong odor when leaves are crushed.; Trails through somewhat disturbed primary forest.","","","Litsea","","Lam.","","","","","","","      0.000000","      0.000000"," 109452.000000","   8339.000000","      0.000000","      0.000000"," 283313.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452245.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967359/format/large"
"*","","L","Herbarium sheet","6000096.000000","4503286.000000","","L.3967476","","","Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B","","3513","","Gushilman, I; Haris, I; Loha, D; Eser, B","","","","","      7.000000","     12.000000","   2012.000000","","Magnoliopsidae","Ericales","Sapotaceae","","","Lucuma  Molina","","Rachman, IA","      0.000000","      0.000000","   2013.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Kao Rahai","East Halmahera. Weda Bay. Kao Rahai.","Trails through somewhat disturbed primary forest.","","","      0.656250","N","    127.972667","E","DD","7","","","      0.000000","      0.000000","","    347.000000","      0.000000","","","","","Tree 12 m; sap white, buds yellow and yellow-green.","Tree 12 m; sap white, buds yellow and yellow-green.; Trails through somewhat disturbed primary forest.","","","Lucuma","","Molina","","","","","","","      0.000000","      0.000000"," 109452.000000","   8339.000000","      0.000000","      0.000000"," 319048.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452247.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967476/format/large"
"*","","L","Herbarium sheet","6000099.000000","4503287.000000","","L.3968409","","mature fru","Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B","","3514","","Gushilman, I; Haris, I; Loha, D; Eser, B","","","","","      7.000000","     12.000000","   2012.000000","","Magnoliopsidae","Magnoliales","Annonaceae","","acc","Popowia pisocarpa (Blume) Endl.","","Kessler, PJA","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Kao Rahai","East Halmahera. Weda Bay. Kao Rahai.","Trails through somewhat disturbed primary forest.","","","      0.656250","N","    127.972667","E","DD","7","","","      0.000000","      0.000000","","    347.000000","      0.000000","","","","","Slender tree 3 m, 3 cm DBH, leaf buds red, covered in soft pubescence, leafing pattern in one plane, very horizontal, mature fruit black.","Slender tree 3 m, 3 cm DBH, leaf buds red, covered in soft pubescence, leafing pattern in one plane, very horizontal, mature fruit black.; Trails through somewhat disturbed primary forest.","","","Popowia","pisocarpa","(Blume) Endl.","","","","","","","      0.000000","      0.000000"," 109452.000000","   8339.000000","      0.000000","      0.000000","  96161.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452248.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968409/format/large"
"*","","L","Herbarium sheet","6000102.000000","4503288.000000","","L.3969475","","","Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B","","3515","","Gushilman, I; Haris, I; Loha, D; Eser, B","","","","","      7.000000","     12.000000","   2012.000000","","Magnoliopsidae","Myrtales","Myrtaceae","","acc","Syzygium  R.Br. ex Gaertn.","","Arias Guerrero, S; Byng, JW","      0.000000","      9.000000","   2017.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Kao Rahai","East Halmahera. Weda Bay. Kao Rahai.","Trails through somewhat disturbed primary forest.","","","      0.656250","N","    127.972667","E","DD","7","","","      0.000000","      0.000000","","    347.000000","      0.000000","","","","","Small tree 5 m; 5 cm DBH. Very young buds pale green. Some fruits seen, shiny green.","Small tree 5 m; 5 cm DBH. Very young buds pale green. Some fruits seen, shiny green.; Trails through somewhat disturbed primary forest.","","","Syzygium","","R.Br. ex Gaertn.","","","","","","","      0.000000","      0.000000"," 109452.000000","   8339.000000","      0.000000","      0.000000","   5605.000000","      0.000000","      0.000000","      0.000000","      0.000000","5455366.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3969475/format/large"
"*","","L","Herbarium sheet","6000105.000000","4503289.000000","","L.3968007","","","Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B","","3516","","Gushilman, I; Haris, I; Loha, D; Eser, B","","","","","      7.000000","     12.000000","   2012.000000","","Magnoliopsidae","Ericales","Sapotaceae","","","Planchonella","","Rachman, IA","      0.000000","      0.000000","   2013.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Kao Rahai","East Halmahera. Weda Bay. Kao Rahai.","Trails through somewhat disturbed primary forest.","","","      0.656250","N","    127.972667","E","DD","7","","","      0.000000","      0.000000","","    347.000000","      0.000000","","","","","Tree 12 m; white sap. Calyx greenish-yellow, petals white, yellow hairs (staminodes?) in flower center, flowers appear to be female only.","Tree 12 m; white sap. Calyx greenish-yellow, petals white, yellow hairs (staminodes?) in flower center, flowers appear to be female only.; Trails through somewhat disturbed primary forest.","","","Planchonella","","","","","","","","","      0.000000","      0.000000"," 109452.000000","   8339.000000","      0.000000","      0.000000"," 235569.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452250.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968007/format/large"
